,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
42635,41181.0,-7.334341020500821,4.96089229123138,-8.451409591485469,8.1748251681484,-7.23746372952055,-2.38271066458273,-11.508841857555199,4.63579753722901,-6.55776036636164,-11.519860926414198,6.45582813287588,-13.3802218737527,0.545279226790884,-13.0268638593173,-0.45359454359649504,-13.2515419788937,-22.8839985767803,-9.287832213974019,4.03823050489431,0.7233138222498392,2.15375502636012,0.0339216178167887,-0.0140949200284419,0.6252499553065569,-0.0533903339689031,0.164708739959664,1.41104749421382,0.315644799820923,11.38,1
135718,81372.0,-0.8852540885989499,1.7906492316396299,-0.945148961205205,3.85343274655953,-1.54351007486649,0.18858211432973898,-2.98838275644296,1.3440585509568799,-2.29453470924744,-1.8861759904176298,1.9042835930762199,-4.00241403073237,-0.936955588407958,-2.8019154230972405,0.7983280527832541,-2.3487399255521297,-6.42673430721498,-0.8273084252010241,1.73238175785046,0.370040520565647,0.7461599051511391,0.550802011985416,-0.0348823420887786,-0.5676084044811899,-0.528317952733951,0.258782456503747,0.506892694941992,0.17673554881946302,7.57,1
10568,17520.0,-5.26805322089363,9.067613427317669,-15.960728134514401,10.2966027898053,-4.70824109122294,-3.39537485177836,-11.161057002879698,5.49996263444947,-5.6673755459283495,-11.6271935556579,11.0270590938161,-16.3880541668327,0.363921486512734,-17.230202160711,-0.43748755924899296,-10.1223919213552,-13.639208991523398,-4.9864572584422895,1.12678437819631,1.45587819528,2.00410994522741,0.19105839938438698,0.6229276698751259,-1.20926355739155,-0.37479886264266604,0.64879803679546,1.58469734677224,0.720055870245492,1.0,1
215132,139951.0,-2.92194437582996,-0.22806238087763198,-5.87728864550113,2.20188352154659,-1.93543987294876,0.631140872429647,-1.24510634194653,1.5113480200174099,-1.8999866566391599,-6.4282308302230895,4.229154264034831,-5.29231414644205,-0.888086758827616,-7.672250311687809,0.547571031984509,-4.30705980241373,-5.70117436362661,-1.7728029372439,-0.19313220583833401,2.2307348721579503,1.4416222749673,0.895527948704547,1.38551112812,-2.02802422921896,0.50913097167708,0.172642921018111,0.7267810122814878,0.23451392249695896,723.21,1
144104,85864.0,-3.3652649186460604,2.9285411072900294,-5.66099919906905,3.8911599283532796,-1.84037510965314,-1.8008872039066202,-5.558679353182209,2.4023216827863902,-2.8489227210649504,-5.995676127031981,4.22130410784879,-6.11966735264192,0.0230135705891201,-8.14932178394224,-0.301351931335019,-5.375282893236151,-9.315001384991051,-2.48756256913711,2.35591891159776,0.57637946532203,0.875260063301294,-0.102501391250503,-0.6062827491339781,-0.743164794295893,0.09631893606561201,-0.135060497401362,1.2386947300141498,0.0998237563444676,1.0,1
144108,85867.0,-3.5869638618013195,2.60912703784891,-5.56857720803735,3.63194695349796,-4.54358971050144,-0.15789907530676997,-4.089127668421529,2.4173051440771802,-3.2399009752934402,-5.822449155685001,3.3691860515388297,-5.691925785830881,0.287371390782189,-5.413786691426379,-0.555549924912204,-5.863661713039991,-11.1432410242579,-3.4809395528559905,2.79433340410919,-0.17853396428631302,1.02442283357462,0.42875648202238104,0.18203212114415304,-0.5345978826653061,0.16893349468844,-0.149843614233619,0.685517241438814,-0.299728379437129,310.42,1
268375,163181.0,-5.2388077357324505,0.623013013517624,-5.784506592245691,1.6788893074017501,-0.364431871608896,-0.477294697773818,-4.27613150437269,-0.6951729120105841,-2.9716443862724797,-5.52913123107677,1.77950450310136,-4.83615901427864,-1.20899187512247,-2.9011898107421406,0.281878305641659,-5.539544319828679,-7.2909602133188,-4.89776603568321,-0.30860899195249,-0.20326980218899898,-0.326139919163346,1.5092386873204398,-0.215966267193936,-0.24572690728586302,0.893041276540073,0.8657580892490141,0.8546570166937719,-0.964482422283343,39.98,1
10630,17838.0,-5.187878108366349,6.96770866359565,-13.510931139094998,8.61789514115238,-11.214422393945801,0.6722478387604,-9.46253281088355,5.32870420774381,-4.89700552817542,-11.786811655604101,9.36907905765884,-15.0941631493865,1.2563770070075901,-11.8521613037824,0.274429814172421,-10.6882417917386,-18.3888105354245,-6.89884013301839,2.38280793552097,-0.623737291574186,2.0860830010740603,0.760190240866359,0.7168057858582171,-0.646743429628277,-1.6170429257162402,0.172346889503238,0.626646780979254,-0.169726031129409,766.36,1
10690,18088.0,-12.2240206243564,3.8541503297136597,-12.4667657248211,9.64831072711484,-2.72696132147655,-4.44561038185083,-21.9228110340575,0.320792273696859,-4.43316165783721,-11.2014000859835,9.32879925655782,-13.104933466201198,0.8884807877294301,-10.140200337183,0.713465392614318,-10.0986706554809,-17.5066115481045,-8.06120798966267,1.6068700326387702,-2.14718143950284,-1.1598299509043999,-1.5041188818964402,-19.2543276173719,0.5448667260122501,-4.78160552206407,-0.00777228109993075,3.0523576867942404,-0.775035651186717,1218.89,1
114271,73408.0,-2.86979494599423,1.33566696241079,-1.0095301977715898,1.6938847285240701,-0.7414798946233471,-0.796772696354505,-2.6142418771844103,1.06663646767929,-1.1354965221851698,-3.9433368210052,2.57283021584331,-2.28866350030302,0.562084177710423,-5.3387142095988205,-1.85325189141529,-2.619233053885,-5.2314251274246795,-1.2348537367203898,0.397308037124058,0.0115572104606548,0.528421372720921,0.22802708098958605,-0.7492979634393391,-0.0671789627433331,0.21579248517739497,-0.453651011768872,0.34919104279399604,0.198862268219404,16.48,1
16415,27784.0,0.288028928428076,0.965681439446855,-1.4594951997708503,1.92186300234526,-1.91241402974899,-1.13028190025527,-2.81426265960526,0.648663224885543,-0.695262639845074,-3.46568908576121,2.35161910622909,-3.82670531942496,-0.7675698491153691,-4.8528669146236,1.6648630042035202,-2.61736133003734,-4.8355583064777194,-1.92175160139324,-0.38588417518175294,0.3309168941881961,0.6031271280211421,0.380690182113136,-0.0641251755885565,0.271380100640141,0.33721953478356,0.6261558694236771,0.565124825956713,0.30592525539083504,23.36,1
105178,69394.0,1.14043132434726,1.1342430027989199,-1.4294547407265499,2.01222598912655,0.622800198240135,-1.1529230868156999,0.22115947772768,0.0373717733484629,0.0344859259841517,-1.87964382107016,2.19166507997652,-0.487849732811135,-1.75713709936308,-4.46105120749925,-0.402884205654366,1.4109171085786998,3.6192512520052404,2.2849267626775696,-0.443999191918561,-0.0997118777920308,-0.36713600149094894,-0.8916271208178091,-0.160578066799212,-0.10832596200032002,0.668374321480191,-0.352393242949003,0.0719927692746503,0.113684370071235,1.0,1
221041,142409.0,-1.17218291948653,1.66171286952217,-3.04963701906308,2.5550584339002405,3.66903461419474,-3.1629983722747497,-5.98564011625334,-2.17993523861597,-1.12029227657092,-3.07555830950402,0.9974487632453571,-3.19191476820242,-1.51485677577243,-4.2672960668817,-0.159553975172285,-2.91646262843242,-2.81990611139418,-1.4172308009365202,0.32519494288717,0.548106363466502,-0.812097797287015,-0.295360725931063,-5.98880644277407,0.7143808012253459,-1.6000235915078798,-0.6347829342679271,0.822713228036362,0.494375178430933,2.0,1
250761,155054.0,-0.512348993642627,4.827060419999451,-7.9739392490955305,7.3340585164719005,0.367703644775346,-2.0551290853684,-2.93585569967936,1.43100813095171,-4.5447222437417905,-5.25809597551632,5.71631869503674,-5.8104071259765195,0.723292646283101,-12.289133385089901,0.378773196301938,-2.0207343812117298,-2.03970261739192,0.6581829272576579,0.8325740350126941,0.804101330337598,0.5356197507208921,-0.459495920284509,-0.00936366784259746,-1.1404357941896999,-0.0064452687432379795,0.527970329614587,0.55888099608345,0.12651676196008602,0.77,1
99506,67150.0,-1.82429505976067,0.40332652686060205,-1.99412200641801,2.75655816357726,-3.13906432572579,0.408185014718199,-1.2090451187162399,1.09563435393431,-1.44722489217345,-3.95100289197434,2.56070020158284,-3.4119829114195,-0.781669619949492,-4.7327675351632,-0.43397365492262496,-3.30608841178359,-4.23102187544855,-0.7508097704099409,2.69080834203374,1.50368830479002,0.8387604210338871,0.341727095787049,0.947506491293615,-0.14549300245262198,0.0493257725258454,0.8310654516150441,0.33242130393302,0.25271272864100797,489.71,1
221018,142394.0,-3.36776957405755,0.0992494427033949,-6.14848744863103,3.4019553678123504,0.4583066494324651,-1.57162971516015,-1.35870798100218,0.6724093686484821,-3.18800116217364,-4.93742665954554,3.7239325344409706,-4.603176148830769,1.0191795522313,-6.61909019992345,-0.590223955779135,-4.47254755736649,-7.165044386603509,-1.5811281913418502,1.9303797088518402,0.264698703752275,0.861308008231813,1.24930138847935,1.8506271589344299,-0.117471200405974,1.2198153960600602,0.000250619019277469,1.03601138278301,0.00436675462407668,320.01,1
43204,41413.0,-15.140449622507301,7.3780424122128405,-16.356367356494,9.19493491430021,-13.4661632895942,-2.9584305008210294,-16.1655386244192,10.075253945553198,-7.90182112627786,-13.0094028057641,4.82823533219729,-11.0584014244364,1.99812557552295,-8.59204740189288,0.540385309176116,-10.6157452968661,-21.0178983428443,-8.39739305199317,3.18355894967976,-1.6914819878255303,3.14742810473234,0.34167759507120604,-1.1501624708995202,0.7951897349649459,-0.194542181109758,0.145963568626439,-2.4586803475657404,-1.18988788135128,106.55,1
140786,83934.0,-0.433222446537596,2.42837911824053,-3.9964543973816204,4.871298540951059,-1.7963078560437,-0.586867589935922,-4.65454261848565,1.28522967071729,-2.7435388158994902,-5.638941312848071,4.3437434980468,-6.65573446968769,-0.293108662762872,-9.50514082568186,-1.3961490593192198,-4.85032315924603,-10.006252828239301,-2.7895981122938798,0.98258385892977,0.745029329890697,0.7135588217869541,-0.408953595906886,-0.320889532152165,-0.8042302751679841,0.962851575679124,0.199558010666927,1.09453318209808,0.541147567735467,1.0,1
229730,146026.0,1.89403628953056,1.9058060425055199,-3.51573007711281,4.50891315092218,2.0444662445568897,-1.42046761821774,1.0574804459057,-0.28115734782658897,-1.832603814167,-0.628463195272087,2.2207949138192404,-0.741087888346352,-0.763719377938258,-4.94261241607845,-1.37829062017508,2.24421577907161,3.70206529090756,2.25681153235938,-1.9500603319106697,-0.16016347938882097,-0.144713035559334,-0.310108279131596,-0.10153002742752901,-0.414960172274656,0.37659685003454996,0.15077769870482002,-0.0137115779366071,0.0480836587388137,2.22,1
229712,146022.0,0.908636658181293,2.84902401493181,-5.6473429633634105,6.00941477810058,0.216656395035464,-2.3970144239729305,-1.8193078859396898,0.338526987742346,-2.8198827729788705,-4.06309810827338,2.94119009271712,-6.15136219091534,-1.9895285352500098,-9.150951005620971,-0.604289998808266,-1.9522903998446297,-2.8925553322252595,-0.9120579607094341,-1.56373996709776,0.24192129474675397,0.407260461266497,-0.397434852530952,-0.0800058534116311,-0.168596545191964,0.465058497798457,0.210509756241616,0.648704799002062,0.360224330288316,1.18,1
96341,65728.0,1.2276144135128602,-0.6689737940969539,-0.271784826118016,-0.5894397416355239,-0.604795004349645,-0.35028496709777507,-0.486364540645055,-0.0108086285956747,-0.794944156080669,0.264544748886681,0.881268050432366,-0.324703760782435,-0.26326380048922504,-1.11273543930467,-0.540849503339651,1.53341124817574,0.831442610720144,-0.473346676550517,1.1901212635221698,0.273799209937263,-0.0260547222626376,-0.295254768133076,-0.180458520061445,-0.436538663158256,0.494649059264358,-0.28373826696629,-0.00112827864271304,0.0350745013143425,98.01,1
43160,41397.0,-14.9703456545046,8.401421010402581,-16.8672384869515,8.25233430637468,-13.5651304873758,-2.78243755853826,-14.263735349000699,9.64341914576661,-7.701498683943321,-14.226698057528699,5.61099879659254,-11.7939788348294,1.59838653001563,-11.606970376076601,-0.0441804437896824,-9.286954737393689,-19.8997264249367,-7.518050849235999,1.2435174994348799,-1.61466005601289,2.71404480183882,-0.101355310559619,-0.4396659740140171,0.5195138614794089,0.789327982433797,0.0643574266343142,-1.6213856864394098,-1.10481920857705,273.01,1
10801,18399.0,-14.4744374924863,6.503184516519459,-17.712632368862103,11.2703523334822,-4.1501420640980795,-3.3720982088695,-16.5358068114174,-1.4439469925952,-6.81527289964437,-13.6705451263516,10.5452629545898,-15.0226996343749,0.171633085144947,-15.0663743633461,-0.259575939555838,-8.6687392723375,-12.8041408991277,-5.116620495337879,0.5792003580163679,1.10124987016838,-2.4759622294568797,0.34239070603428495,-3.5645080381609704,-0.81814019000188,0.15340768269597801,0.7550794608244541,2.7065661616175896,-0.9929160470594179,1.0,1
197586,132086.0,-0.361427838541789,1.13347191665669,-2.97136044013455,-0.28307252573931396,0.371451592836109,-0.574679962140979,4.03151344147581,-0.934397840999575,-0.768254682100259,-2.24811517395215,-0.48240938402289396,-0.690550364277623,0.18127490516732897,-2.3725517977789505,-0.00686804613663289,0.14639906866288502,1.7593141939261498,1.08303951438991,-0.391047742407487,-0.0258616224927044,0.11081463742201801,0.5638606126818979,-0.4084360594327321,-0.880078912517905,1.4083923229551203,-0.137402363335706,-0.0012498170726239998,-0.18275089691206,480.72,1
238466,149676.0,1.8331910475600601,0.74533277919767,-1.1330087128958701,3.8935559772499597,0.8581638168715798,0.9102345013209979,-0.49820006940812894,0.344703185766382,-0.667939095579291,0.398155064675901,0.613867739096179,-0.0225614827826197,0.45201806524922206,-2.96920095585607,-0.9649670343253459,2.4644498023924504,0.6712405764316679,1.92102109165871,-1.61692658827377,-0.0855787549071908,0.0392894902587427,0.18165161482353698,0.0729809106352829,-0.15529884930205998,-0.149891395375819,0.0127924878401756,0.040853819187149,0.0229031158842699,17.39,1
149874,92102.0,-1.66293711018596,3.2538924236271503,-7.0404847120185,2.2664564799088596,-4.17764891282786,-0.7469248281875992,-0.24833673324390199,1.09115651568673,-0.307137450847617,-5.56794705115052,2.71273940377591,-5.94840312668093,2.14472605490538,-4.21175592358692,-0.137195538810617,-2.6394091397983903,-2.5323554060660096,-0.667067027160165,0.6260592934352149,-0.842178336511866,0.45038128522070897,0.521161529635377,0.308325446158517,-0.31801184065235605,-1.25536156975299,-0.691963403718384,0.264878381232973,-0.130444804408444,600.73,1
149869,92092.0,-1.10847821852891,3.4489525723273804,-6.21697180605649,3.0210516181257496,-0.5299009317099149,-2.55137517507643,-2.00174290819286,1.09243237369483,-0.8360983687785309,-4.09564897273592,2.42595071598052,-6.0672619452469805,1.8324327202238202,-3.50170251648822,-1.00400820464185,-3.5012811030282003,-2.941876323532,-1.12574106196719,0.37371480785247996,-0.0685983809223332,0.8259514914396221,1.14416978988846,0.20855948194576895,-0.29549742448856203,-0.6902321962433411,-0.364749075788586,0.229327220125504,0.20882989168956698,18.0,1
43428,41505.0,-16.5265065691231,8.58497179585822,-18.649853185194498,9.50559351508723,-13.793818527095699,-2.8324042993974703,-16.701694296045,7.517343903709871,-8.50705863675898,-14.110184441545698,5.29923634963938,-10.8340064814734,1.67112025332681,-9.37385858364976,0.36080564163161705,-9.899246540806661,-19.2362923697613,-8.39855199494575,3.10173536885404,-1.51492343527852,1.19073869481428,-1.1276700090206102,-2.3585787697881,0.6734613289872371,-1.4136996745881998,-0.46276236139933,-2.01857524875161,-1.04280416970881,364.19,1
123141,76826.0,-6.61629292560656,3.56342789803106,-7.058901298148429,4.28434595524384,-5.09629887292392,-1.7686178036055902,-4.93755412732933,2.74845954534783,-3.7967595945454504,-6.8254901042394005,3.25959475409854,-6.943890618239481,0.43597516308899,-6.947010309023369,1.01100406527995,-6.166837424614849,-10.564346602529,-4.0101881531023595,2.1435017951997803,-0.54163415582255,1.21597610572025,0.0411777442210425,-1.05909770217904,0.275662062254882,0.05742492798531801,-0.265838484019501,-0.514636936427821,0.38859026933552293,254.76,1
10498,17230.0,-0.469326705102944,1.11145278248281,2.04100272504592,1.73159516277684,0.135146841769907,-0.0936251754891053,0.26615516997092803,0.0829882363836626,0.58025540346041,-0.164562674892883,0.500376369958899,-3.0217601822032005,0.9242132603109251,1.5007937751700202,-0.400282644242405,0.7060477126025749,0.11511426465057199,-0.0467958788933584,-2.54852159198286,-0.35870866563095705,0.15938738939456398,0.592669568808717,-0.0535961838321624,0.320747502076217,-0.36912075429213004,-0.13660468492915098,-0.100845186803931,0.039347147682120005,3.93,1
72757,54846.0,-2.98646550822273,-0.000891229481688474,0.6058868302635411,0.338337780759695,0.685448451171472,-1.5819544374019299,0.5042063771759191,-0.233402618007887,0.636767742518801,1.01029102209398,0.00451796796642434,0.0443966388940644,0.420853062352676,-0.931614224984722,1.14797368277192,0.48306309357216,-0.15247082964475303,-0.28566625884812896,0.0725498490088206,-0.764274258309323,-0.8751463636701329,-0.509848660993286,1.31391790371009,0.35506473138108596,0.44855156322406703,0.19348978035015602,1.21458768687535,-0.0139228973515758,1.79,1
141260,84204.0,-1.92745281973369,1.82762056700016,-7.01949468454197,5.34830323951426,-2.7391878800473797,-2.1072192963830703,-5.015847975634309,1.20586815982046,-4.3827125085219905,-8.33770697381781,7.19030608944843,-9.424844460491778,-0.22329264642751298,-12.875494222984099,-0.071918160688794,-6.299961397622201,-12.719207160427999,-3.74017615583058,0.8440596102964659,2.17270905626492,1.37693832294098,-0.792016725563067,-0.7714141875300359,-0.37957427153952794,0.7187165220080659,1.11115125599517,1.27770725705846,0.8190811520453609,512.25,1
141259,84204.0,-1.92745281973369,1.82762056700016,-7.01949468454197,5.34830323951426,-2.7391878800473797,-2.1072192963830703,-5.015847975634309,1.20586815982046,-4.3827125085219905,-8.33770697381781,7.19030608944843,-9.424844460491778,-0.22329264642751298,-12.875494222984099,-0.071918160688794,-6.299961397622201,-12.719207160427999,-3.74017615583058,0.8440596102964659,2.17270905626492,1.37693832294098,-0.792016725563067,-0.7714141875300359,-0.37957427153952794,0.7187165220080659,1.11115125599517,1.27770725705846,0.8190811520453609,512.25,1
141258,84204.0,-0.937843305478391,3.46288948991687,-6.44510395393435,4.9321986662268005,-2.2339830698224503,-2.29156112129773,-5.69559392853253,1.3388246336226102,-4.3223765532932905,-8.0991193981365,7.18296700883659,-9.44594338249901,-0.31461996752022403,-12.9914655817567,-0.136358931959623,-6.367524375171441,-12.7343938853776,-3.8451296588974304,1.00766725992114,1.12953228130351,1.06655024941577,-0.521657289347299,-0.31991729290954696,-0.40585908809361704,0.9068021599577158,1.1657838901173703,1.3744953323353502,0.729889341911333,0.0,1
141257,84204.0,-0.937843305478391,3.46288948991687,-6.44510395393435,4.9321986662268005,-2.2339830698224503,-2.29156112129773,-5.69559392853253,1.3388246336226102,-4.3223765532932905,-8.0991193981365,7.18296700883659,-9.44594338249901,-0.31461996752022403,-12.9914655817567,-0.136358931959623,-6.367524375171441,-12.7343938853776,-3.8451296588974304,1.00766725992114,1.12953228130351,1.06655024941577,-0.521657289347299,-0.31991729290954696,-0.40585908809361704,0.9068021599577158,1.1657838901173703,1.3744953323353502,0.729889341911333,0.0,1
96789,65936.0,-3.5934760029271002,0.78144226309285,-1.8224475142266898,0.605760683474701,-1.19465586719981,-0.5171948567194969,-1.72252312325165,0.12888952376953802,0.0149633080909052,-2.8561168297740798,1.6182616204318798,-3.5813745013029905,0.6237069199147839,-6.16045662030601,0.494733399107095,-2.54310504010287,-5.301273390686831,-2.19271270602319,-0.09472379272847001,-0.47821931341712104,0.35179212583981895,0.39124895028701795,-0.252874890557857,-0.49804248014713204,0.0101721931231225,0.9099287215533058,-1.47876724603751,0.722673039450917,101.5,1
43624,41582.0,-1.04800528916284,1.3002187770541298,-0.180400575706546,2.58984264330545,-1.1647935523262,0.0318234062644092,-2.17577809872951,0.699071737631603,-1.1402082776805902,-3.22678710680364,3.49080495043995,-2.45433920979968,0.177189485247745,-5.16060809721957,-0.686114234287445,-3.99614471325468,-4.695562722494519,-1.81916096350279,1.4610803189032298,0.644993308471186,0.5490144582247829,0.624321410729297,-0.13666271951974301,0.131737918713915,0.0309213718346795,-0.176701082429858,0.504897671691263,0.0698824528615783,39.45,1
81609,59011.0,-2.3269223698887003,-3.3484387303378798,-3.5134079608906097,3.1750597102812796,-2.81513703435586,-0.20336278804912303,-0.892144430418318,0.333225702638422,-0.8020052289805,-4.35068531246963,3.0642458412821094,-2.71873063246571,0.0687877027069899,-5.58687312563725,-0.9660764776959542,-2.5020494165757596,-4.46049463214891,-0.870525745045081,0.5956291039956441,3.20917094389277,1.22664839880046,-0.695902072928095,-1.47849021051453,-0.0615525997443275,0.23615501215661802,0.531910616094765,0.302324354380578,0.536375347733134,1389.56,1
16780,28143.0,-27.1436784229495,15.3658043803315,-28.4074244550982,6.37089534679314,-20.087877571857103,-4.66631306343841,-18.709478821371697,17.9035743750222,-3.7222787375324398,-8.120961737593431,4.4199434557766795,-6.21094112120869,1.06383739513242,-5.84352838067721,-0.108836449172905,-5.60659732565665,-11.7562556050179,-4.714946761316611,0.7835775937994921,1.70388764553958,1.79682638880552,-1.9609737165771601,-0.90224745220798,0.144011442167384,2.02438803943008,-0.20421406576938503,1.3321530590335902,0.385890728011147,99.99,1
123301,76876.0,-1.29835900258265,1.0796711574431899,-0.18067793088689105,1.2878390838318898,1.85827347944352,-2.22369500209375,0.525166986044906,-0.0968743110676978,-0.168893374133313,-2.5444104189559997,0.7069995742014441,-0.835695915134352,-1.02211731659325,-4.99399178918475,-0.455706843211384,1.3153651394165502,3.63919954823548,1.62342609471098,-1.5393388315779901,-0.18757199362802,-0.332983053581271,-0.851270427572191,-0.370799798865314,0.29824168728035,0.44292987721658705,-0.522832450531743,0.00010485650722032199,0.135698346061769,1.0,1
274475,166028.0,-0.9563903545340892,2.36159360978361,-3.1711946072316803,1.9707587789256,0.474761353851904,-1.90259820435779,-0.05517781218640401,0.277831228585655,-1.74585416512772,-2.5166280017922,0.874051625366684,-2.51310432869389,0.0215750823066827,-3.56511884467947,0.46115342831047496,-2.01571274629308,-1.7314131905532,-0.46581472714030897,0.527619755594392,0.19087690343816002,0.47321108602490003,0.719400298090367,0.12245784782350501,-0.255649852132098,-0.6192592990319921,-0.48427999484406004,0.6835345928929061,0.443299499267762,39.9,1
123270,76867.0,1.08256623409747,1.0948615129500299,-1.3670200478473702,2.01255429562949,0.708142047645968,-0.8077120941370579,0.151952109111841,0.158352530916403,0.00987228422733163,-1.92527812380296,2.60593702345612,-0.30921887342436305,-1.7675489156226798,-4.42919458671376,-0.171939794624445,1.05551393649543,3.9705869371836,1.76224857169611,-0.8808121028476791,-0.135789404251701,-0.32528376499397,-0.7343436177005771,-0.10672534334218099,-0.22499906449269394,0.5691673272214169,-0.33503264926341,0.0891401408869493,0.11233722000597,1.0,1
123238,76857.0,1.1402079537113898,1.15643107873873,-1.4715779674081901,2.07627840454674,0.774809058745551,-1.0025319519123101,0.264947929409663,0.0131622605764724,0.24883533932052299,-2.10066651278309,0.763204840843787,-0.9449164790293799,-1.41903447142202,-4.6836196958501795,0.51928230124953,0.9084540833676089,4.13366666889167,1.3062045251178502,-1.09471647432252,-0.125097258302807,-0.38789498056890703,-0.8668119362058381,-0.121582639900783,-0.35610858634946896,0.634572810783188,-0.306311023397994,0.0940868179231164,0.121064728484123,1.0,1
10497,17220.0,1.18978435670385,0.9422894020143271,0.0823341450498769,3.02404970580847,0.412406009418248,-0.21441455847943802,0.0535578385040748,-0.110353351082093,0.8837977573500658,-0.5542239005258729,0.154921008931302,-2.7767565749478798,1.6412066261065,-0.45607695680899,-1.24041439240797,0.857322735948866,1.70702446635297,0.526349196477535,-0.8651046098422142,-0.143434644974988,-0.5026355584851729,-1.04739752764089,-0.0567520238885425,-0.3406884047521839,0.541235201259928,-0.0983002868955662,-0.0030411199129353,0.049819020358336,3.79,1
